id,zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
391,13,2005,9,14,13991.0064,13279.45148,12913.70495,12802.42148,13139.09073,13991.14865,16552.23311,18131.7475,18158.92196,18530.44764,19321.63978,20518.68776,21060.75463,21063.22604,20537.71655,20679.56504,21395.79926,22028.86227,22802.13645,22361.8096,22350.22759,21956.35726,20124.12187,17463.91223
392,14,2005,9,14,19005.40289,17482.61584,16759.92357,16548.94257,16581.12836,16936.22026,18663.6248,19420.31984,19833.48504,22521.08963,24713.59201,26907.99625,28967.94034,27817.49056,27289.33702,27699.34531,27516.6206,29622.66363,30903.41401,31737.90861,31868.70532,30646.05179,28285.71333,25064.2368
393,15,2005,9,14,56946.24025,53794.05314,51901.95188,51363.42987,52004.16,52572.51333,59461.02846,62230.15945,61988.41465,65459.04041,69799.77411,78041.90571,79663.72198,80335.62331,78126.61733,76509.97702,77636.59849,76734.301,78446.5553,80015.40085,82049.10514,79449.449,75161.7565,67331.32948
394,16,2005,9,14,23684.13545,21900.68712,21712.91173,21603.08883,21734.18387,21732.3771,23801.67169,26088.63112,27265.82756,30008.85839,32140.61164,37241.37821,38323.7864,38760.81242,38656.66041,38742.69166,39119.50034,39954.67263,40681.70666,40025.05205,40378.3976,38170.95403,35149.53303,30757.86741
395,17,2005,9,14,30866.59556,29408.64977,28554.93823,28395.99588,28641.43559,29721.31637,32506.82298,32926.58458,33114.54655,36093.79695,38423.06778,41510.30883,42586.93044,42164.89716,42106.97407,41617.62671,39866.47629,41254.47816,42719.42647,42869.53768,44245.47588,42895.40253,40314.20168,36491.02201
396,18,2005,9,14,166474.8949,149819.4028,145645.4376,145957.6031,148340.394,155286.3719,182309.8546,192481.4715,192611.5011,210449.6111,226922.2347,249461.3079,269641.8815,277088.7821,276163.5372,278536.8,276946.7334,288869.5573,296772.3425,287556.6156,285523.5829,270180.408,245360.259,211675.1174
397,19,2005,9,14,66326.68076,60776.32579,58250.56616,57018.64068,58328.62757,60944.67457,70328.49827,72404.72798,70920.33396,78136.20935,84883.29126,94816.98496,99864.5045,101111.6314,99063.28543,97281.52,99172.90523,101951.6596,104742.3747,105770.4585,109324.8661,101795.6893,94076.54185,80730.23812
398,20,2005,9,14,68849.94917,65152.58715,63288.44035,63356.70961,64710.24735,69549.47221,79692.66605,83845.71209,84968.09943,89871.13255,92808.35285,98240.44265,101256.6236,101036.7769,102480.21,102991.4401,105570.3153,109148.1291,109389.5258,105326.7562,104390.2156,101313.289,93453.52994,82271.36704
399,21,2005,9,14,1369242.705,1289820.217,1264007.091,1271447.689,1281470.306,1339701.126,1483412.596,1580317.367,1613473.453,1699634.186,1793181.433,1947811.922,2036867.22,2062083.318,2083601.498,2082022.448,2109205.48,2145811.745,2142989.538,2095441.966,2083583.342,2001047.098,1847244.181,1664234.088
400,1,2005,9,15,15190.84278,13476.22292,12988.22726,12621.82891,12500.51245,12804.45344,14717.13661,15334.10204,16242.36885,17559.08447,20020.22263,21527.27744,23577.6852,25171.07557,27684.89456,27358.09282,28077.26833,29012.45572,28330.65238,27099.47635,25933.2749,23764.95929,20344.30538,17577.62927
401,2,2005,9,15,153084.8703,145334.0937,141886.7229,141429.8624,141165.3564,148156.4608,159897.9638,171524.6989,176009.1118,183126.1088,197389.429,211571.67,217927.3927,229312.3953,240821.9315,235882.6098,238126.8256,235879.3676,229023.6869,217683.8115,213052.8387,203555.2643,185036.0447,168004.4865
402,3,2005,9,15,164617.6994,157014.1773,153501.8568,152373.1765,152231.8882,159623.949,172346.2979,185050.9862,189239.4979,197562.2499,212149.4108,227513.5308,235312.5608,246803.6495,259489.3501,254251.3327,255929.7023,253841.3065,246587.6764,234713.3626,228520.8615,218807.3701,198989.0077,180353.4152
403,4,2005,9,15,345.5261654,324.4541509,315.4698095,314.1283744,319.4486484,330.8834783,393.2134174,442.3799347,451.7288894,462.8741962,479.058598,487.6175074,499.7450626,499.5456134,517.4538599,508.7639471,523.9220988,569.7180744,571.4015846,564.5051251,567.4786852,556.9314731,489.4798735,420.9110944
404,5,2005,9,15,5929.585107,5312.254794,5121.070967,5072.133185,5039.309553,5540.868375,6628.596446,6803.361178,6740.548088,6896.351713,7924.030356,8887.526807,9748.367912,10386.2952,11155.33858,11148.90298,11572.70518,11825.59101,12010.69272,11155.84376,10816.21486,9931.307674,8390.384252,7038.678532
405,6,2005,9,15,160693.754,151766.9322,148502.7092,147821.666,147712.4243,154954.8645,167332.5718,180103.3842,183572.8631,190708.5163,205533.9286,220651.0426,227465.7112,238624.8414,251724.1397,247251.1342,249993.4883,248082.5304,242280.6701,228608.9375,223652.6303,214136.8678,193616.3115,175116.4445
406,7,2005,9,15,164905.8802,156452.0196,153717.6031,152573.0916,152461.8855,159636.2919,172646.403,185306.6262,190355.5278,198372.9942,212714.6177,227883.1502,234887.973,246763.5545,258920.2165,253710.3947,255937.8129,253490.326,247086.8291,233966.7881,229354.9351,218903.6861,199567.6864,180899.3241
407,8,2005,9,15,2460.081071,2280.325934,2226.379806,2214.725846,2267.501619,2504.865364,2748.228241,2889.798748,2976.784473,3129.370032,3603.126294,4089.207735,4402.970371,4631.599444,4993.68577,4845.658737,5069.383651,5202.434977,5038.373204,4661.455475,4423.347906,4046.471067,3518.288347,3010.458736
408,9,2005,9,15,80007.54529,80777.51552,81160.56167,81248.96158,80810.36665,77831.70935,75041.96764,74351.15124,72819.01851,72034.54788,70069.98087,70771.85033,67441.92689,60742.91701,50665.95419,48554.54922,49311.92798,54038.98284,61542.04508,71691.09898,77132.69206,80080.9088,81629.6149,82204.48999
409,10,2005,9,15,27028.96664,25708.37795,24944.49056,24965.96069,25324.24573,27008.70572,30027.36918,32135.85436,33512.42092,34996.98071,37121.65128,38376.47961,38222.57656,37974.76629,37711.15812,37598.52284,37544.23052,37924.0311,38238.80854,38343.89032,38199.55134,37720.52087,34628.58681,31873.64591
410,11,2005,9,15,105922.5469,98773.91442,95760.70266,95265.74844,94442.92247,98452.4949,109484.1696,115902.3848,123252.2619,133489.3064,144846.9726,154049.1435,156551.0025,166665.9042,173301.6195,165705.1611,167801.462,169946.2154,165709.1454,158460.8414,157651.989,151659.9006,141848.0767,127568.7762
411,12,2005,9,15,130627.5633,119844.6284,113061.6541,113626.5721,113378.6271,117046.059,132150.7351,137646.7911,144336.5473,160418.7248,181980.8254,194826.8601,201416.8588,214997.7618,224202.3448,219170.056,226773.6638,226469.6273,216585.0273,205429.4594,207419.8791,196458.4064,182390.4068,164112.1644
412,13,2005,9,15,15239.44186,13758.08703,13291.17457,13060.30032,13193.4157,13954.40116,16356.07139,18138.73045,18251.39537,18800.70112,20212.96834,21555.92473,22173.39247,22567.69493,22938.99111,22396.68149,22751.14537,24035.2566,24855.16769,23784.9564,23017.39784,22186.55051,20437.29652,17774.96258
413,14,2005,9,15,21406.92811,19325.99529,17732.5898,17455.24363,17708.01131,18263.23793,19849.8161,20677.12246,21150.11254,22618.04211,24397.32676,26541.82469,29416.90718,30021.62142,28686.8945,29101.31245,30045.85301,31446.16552,32948.06312,33219.54123,32829.77297,31615.03723,27963.17026,24805.14986
414,15,2005,9,15,59827.90138,54889.28788,53220.54039,52203.96579,52587.26389,52829.52262,58808.08496,61031.21685,64632.97217,67805.63959,74916.73308,79340.76618,83880.28841,86486.36638,87449.49924,87864.96731,86749.94683,90019.6799,91529.78728,88713.41712,87409.20425,83076.92042,74868.43179,68040.70455
415,16,2005,9,15,26522.20655,24466.11904,23886.23275,23364.39232,23507.58286,23762.31906,26182.58034,27330.25124,28994.09732,31512.14795,35052.5627,38270.41061,41194.38205,43233.09,43273.51688,43512.90652,44213.41447,44920.20424,45338.4134,43182.04572,40982.96787,39222.90487,35363.90365,31314.55604
416,17,2005,9,15,33363.7936,30693.10913,29872.27363,28874.3503,29281.7872,30379.47527,32609.61437,33023.94535,34473.22395,35950.3312,38131.24071,40691.1613,43741.80144,44780.06542,45174.61376,45554.3284,45397.87173,46629.76693,46440.56163,45616.51966,45177.09189,43830.06086,39645.93532,36626.8685
417,18,2005,9,15,180980.8979,165376.8541,163637.1307,159996.0539,159749.8872,167763.5305,191549.3033,198254.1611,202034.9162,212033.8775,245153.1391,264634.2754,288338.3027,301753.3177,308815.0011,308105.0812,313624.4851,319597.4647,322925.8842,303686.0169,293198.2875,275698.583,240759.6145,212376.0969
418,19,2005,9,15,69674.60269,62459.15645,60806.81476,58947.06952,59005.71925,61872.46797,70289.20129,71416.35501,74972.94856,78597.13244,89419.76104,96554.03736,105461.8857,111842.1126,113243.4606,111842.6053,115757.4559,119172.6222,120399.9226,117699.1827,115635.2041,108247.3071,92823.72872,81536.40929
419,20,2005,9,15,73555.58191,68155.60394,65199.15304,64373.04666,65131.48372,69771.06956,79900.7079,84464.55803,85905.61831,89083.98059,96662.88845,103944.3906,108951.9803,111841.5556,115247.4647,112455.3001,114349.3312,118459.0707,117819.9311,112806.3413,108931.4573,103978.6849,94796.96814,83584.29298
420,21,2005,9,15,1491385.915,1396189.13,1360833.258,1347802.078,1347819.539,1402487.53,1538960.132,1621827.86,1669923.964,1755158.962,1917779.674,2052168.247,2140613.811,2235100.23,2306017.329,2266818.162,2299551.896,2320562.817,2295262.74,2201087.292,2163907.277,2067478.744,1877107.042,1694239.565
421,1,2005,9,16,15005.07375,13322.80311,12596.50697,12087.54682,12310.89445,12710.13777,14618.19626,15174.247,16277.5447,17921.01287,19625.52567,21593.1975,24086.7323,25725.414,27480.90164,27262.85788,24545.33023,25624.10686,24232.3816,24053.96218,23027.04548,22049.46175,20012.12627,17260.72255
422,2,2005,9,16,154080.0995,144837.0929,140323.6009,138679.8548,138615.8285,145100.5761,157381.9627,168993.3558,174031.8007,186647.9587,197863.8809,210403.5225,220227.0515,224889.0393,226658.6841,220957.8502,214488.752,214048.7252,199058.2425,196296.519,195569.9464,191243.2705,176477.4011,157641.6466
423,3,2005,9,16,166206.1327,156046.2586,151160.3742,149258.5413,149544.4131,156646.5429,169757.5275,182247.6948,187304.6837,200110.7857,213253.9912,227008.0514,237458.5337,241777.9908,243827.0151,238567.7422,231848.0807,231122.4851,214211.8898,211546.2378,210316.9411,205648.5523,189932.2874,170189.7617
424,4,2005,9,16,363.2829637,335.316001,321.2860147,317.8329404,322.8228208,334.8983916,394.1910621,451.2186928,471.9786566,489.4663732,494.5102747,503.223,517.2517227,515.4631858,506.8798171,499.9329874,506.1533934,546.1193355,556.278343,559.0897385,565.9999771,560.4302048,502.2323407,429.9228877
425,5,2005,9,16,5704.001246,5006.068013,4686.010365,4528.474658,4480.393125,4956.962096,6104.526343,6343.727784,6445.145313,6949.07562,7741.319879,9002.711837,9835.605,10505.92754,11143.82223,10785.11402,10753.82082,11041.59574,10242.53348,10073.1423,10109.07992,9675.088293,8443.835626,7118.734644
426,6,2005,9,16,160649.6435,150064.0509,145591.3198,143949.8492,144126.8844,150990.0992,163844.7526,176319.7933,180392.5601,192677.6762,205580.2413,219461.1038,229095.3291,234614.295,237805.0382,232152.2614,226488.1279,226647.4908,209677.0327,206334.4394,205401.7711,200001.7151,183519.0618,163984.0947
427,7,2005,9,16,166192.323,155821.5268,151630.278,149640.3044,149673.3226,156462.3765,169863.0297,182156.4543,187388.7524,200751.9211,213016.3249,227251.5933,237580.3696,242036.7813,244056.7191,238640.3397,231278.0406,230570.4032,214637.657,212517.6275,211187.7472,206849.8003,190643.3382,170531.5935
428,8,2005,9,16,2653.374619,2410.688944,2322.526573,2277.466471,2323.115498,2569.611915,2792.81255,2942.206524,3106.540368,3411.173267,3781.821614,4280.306952,4651.230142,4655.453043,4533.699229,4341.70561,4086.330169,4149.824768,4038.772232,3984.519245,3934.546678,3778.57573,3371.686246,2960.468219
429,9,2005,9,16,82956.02835,82981.04124,82899.16796,82702.6704,81832.69745,79365.39033,76225.17817,74880.35595,74292.58796,71379.13345,68744.06929,68314.50054,66092.74555,53796.60174,42245.4074,44446.48536,44759.62505,51460.02447,64771.30073,71946.5963,74295.52915,77549.85412,78563.27381,80324.57744
430,10,2005,9,16,27008.83713,26049.7137,25434.86927,25309.72406,25372.06059,26917.46585,29886.4427,31661.0052,33033.8182,35112.06813,35880.63038,37712.22715,39380.6341,36791.19431,39596.40583,40242.62379,40834.08623,40418.35243,38459.99926,36262.77284,35701.33684,35069.37627,32099.39897,28423.81393
431,11,2005,9,16,110770.2177,102876.0297,97855.37057,95659.60948,95208.85729,99348.9036,110123.7568,116444.0252,121077.3419,131136.8172,144261.3361,153868.7414,157998.1081,165738.0063,168586.8728,168249.8433,175086.0035,172920.7069,165974.4456,154760.2284,153259.4523,146796.9301,133576.9961,117008.9927
432,12,2005,9,16,140151.965,126203.5628,117803.5243,115265.892,114598.6417,117914.3051,132990.0239,136491.4456,145869.6395,160245.8226,177408.656,196343.7293,205856.0545,214047.3612,217648.6302,223775.2419,233467.7973,225931.0147,215268.3108,198281.0805,198227.8072,190280.89,171190.1097,147744.7535
433,13,2005,9,16,15462.42504,13908.59056,13229.25394,12860.47063,13108.86048,13819.6023,16167.37028,18017.33094,18274.51668,19053.91476,20136.25941,21571.92916,22493.3938,22617.77766,21788.03347,20971.32178,19483.3312,20667.16721,21866.1575,22056.27048,22002.25986,21589.44573,20028.28349,17432.38722
434,14,2005,9,16,20849.81371,19024.71975,17828.50646,17897.14684,18250.27865,18445.86872,20129.20823,20079.27505,21094.93606,22610.41368,23856.16371,26502.9338,30305.40164,30182.08292,31945.49775,32543.9133,34231.87429,34864.33437,33909.06726,31188.46987,29403.52982,27911.92722,25665.51344,22136.13065
435,15,2005,9,16,59001.3674,54503.5446,52097.72325,50940.7569,51605.72556,52691.79163,58455.9103,60514.31853,64204.239,67941.0584,73563.26217,79630.14325,83929.76217,88879.48845,90317.71864,89092.23039,86940.23822,89924.1339,86824.3688,84637.95636,82313.62364,79793.91796,75836.74235,67330.87367
436,16,2005,9,16,26879.36712,24659.93969,23557.14761,22909.88061,23281.49163,23500.55029,25867.97529,27312.59679,28667.69867,32014.03137,34923.41386,38726.7776,41235.53309,43802.54757,46380.15438,45659.52222,47097.18816,47286.92257,46260.50174,43502.95149,41655.77372,39294.23018,35854.13745,30480.93234
437,17,2005,9,16,32727.38395,30152.94737,29222.34595,28741.15771,29366.30975,30423.80194,32499.47214,32611.42775,34045.58673,35474.45261,37566.37028,40067.30021,43412.30282,43746.77672,46331.49718,46441.48409,48378.21371,47411.52041,46438.4514,43646.50629,42839.74191,41419.62644,38601.48163,34524.40542
438,18,2005,9,16,179709.5439,161170.7838,154671.4092,150924.2438,155225.0341,161575.0701,185799.3942,193552.3223,199035.2062,219836.113,236916.906,262329.1047,283288.2564,297021.9972,317619.8418,305464.7462,300573.3367,306852.3332,298237.4632,285263.0212,278970.2203,271719.5836,242406.9603,210050.6827
439,19,2005,9,16,70151.3137,62347.35841,58946.83499,56975.71443,59241.85595,62086.84337,69418.16793,70111.90031,73531.44541,79388.48116,88143.23618,95543.53469,106053.4711,110437.3963,114983.8336,114799.5855,114159.2313,115760.867,113757.0069,109984.0643,106381.1596,100095.4655,93419.59209,79028.97209
440,20,2005,9,16,75029.52687,68500.60713,64950.21804,63956.16908,64623.53295,68936.26568,78869.3817,83878.44977,85633.89906,92936.37704,97824.63875,104200.2643,109528.6724,107036.57,103340.6816,100478.6165,92868.77809,97679.67318,98383.29155,97215.17548,97050.99202,95567.58317,88811.43638,79294.17344
441,21,2005,9,16,1511551.621,1400222.744,1347128.274,1324883.706,1333113.021,1384797.264,1521189.381,1600183.151,1654179.72,1776087.953,1900582.458,2044314.997,2153026.438,2198818.065,2236797.334,2205373.518,2181874.24,2194927.902,2106805.052,2044110.631,2022214.404,1966895.824,1808955.894,1603897.841
442,1,2005,12,25,19445.13276,17937.72012,17225.4175,16826.11223,17759.76666,18109.61762,20263.39246,21333.24243,22860.43551,23323.67775,22707.61192,20751.74196,20009.31351,19480.04725,19179.4584,19062.44782,19175.91465,20263.83447,20547.16392,20659.46836,21024.80765,20486.04627,18835.74705,17161.04379
443,2,2005,12,25,159935.019,155950.519,156937.333,156239.8157,157057.6722,158129.1506,166685.855,172602.2546,178815.0685,183508.1284,184513.4302,180791.4772,176957.4666,176471.1913,174732.7939,173531.1691,175530.0574,183893.3238,186209.5785,185923.5391,185080.2669,178131.5408,167670.0297,155457.9738
444,3,2005,12,25,172361.5313,168198.4461,169826.8368,168939.2507,169901.0262,170888.2687,179136.9887,186172.1061,193328.9932,198448.4004,199109.0193,196009.2215,192455.6439,191826.3707,190115.0989,188352.1072,190720.182,200522.7972,202993.1565,202370.0784,201442.7619,193137.4433,182205.7123,168423.9037
445,4,2005,12,25,565.9446495,540.6171769,530.9789089,523.747181,520.6229637,541.0712362,591.357606,638.4502871,713.8463228,717.1034284,696.5386067,661.8928258,645.2853467,635.5232091,617.0952887,607.0018313,628.9118929,666.7910652,689.1613992,689.3735295,681.9740629,658.326749,595.4158983,525.7580261
446,5,2005,12,25,9115.776219,8878.002944,8782.239759,8656.073402,8610.215029,8620.752264,9258.182245,10117.23507,10949.37374,11319.82181,11129.00289,10903.37473,10171.99922,10244.38578,10002.00416,10015.37471,10189.70829,10954.37874,11164.19188,11098.91893,10982.20124,10248.07313,9052.497656,7927.588909
447,6,2005,12,25,167640.84,163812.3539,164948.0491,164270.8957,165068.2686,165908.4025,176365.7732,182357.2971,190009.082,195652.8757,196615.7361,193080.6048,188815.8577,188565.157,186627.6423,184861.8394,187226.7192,196358.5672,199033.8993,198372.8859,197055.2013,189684.6007,178111.4528,163841.6857
448,7,2005,12,25,170681.8741,166449.5217,167449.225,167045.5829,168289.5011,168966.2374,178364.4735,184455.6643,192526.2057,197151.0426,198180.8939,195637.1736,191816.9026,190516.5449,189013.8475,187384.1338,190225.7619,198793.6419,201784.0157,201036.1712,199832.3075,192100.0734,180961.3772,166961.3653
449,8,2005,12,25,4109.533864,3979.341907,3968.644612,3950.486318,4018.744961,4211.4311,4434.764723,4631.943735,4943.540314,5009.062879,4929.02124,4732.066331,4650.907734,4514.802408,4379.673655,4319.899519,4551.289592,4836.421163,4919.923779,4918.826195,4855.473138,4576.12846,4181.191873,3746.96195
450,9,2005,12,25,66198.38822,67792.66649,67321.79006,67806.74475,67344.63572,66202.57142,62312.99756,62126.18783,61624.31486,62091.72602,63768.81553,64815.66869,65537.62228,66245.47321,66679.0708,67445.66754,67547.17119,67057.31299,65924.79041,65542.71,66339.88131,68380.9065,68519.44391,69439.25042
451,10,2005,12,25,21903.42344,20977.5978,22952.20629,27164.13738,27186.06606,28178.07589,24762.00746,24507.79608,24659.92413,24747.00929,23094.83929,21687.0105,21616.96081,22085.48141,22728.47933,22315.12793,22046.56579,24131.377,24480.40111,24495.91007,24187.26816,23693.55054,21356.99185,18831.39845
452,11,2005,12,25,101123.9366,97719.51314,99820.7011,100172.6161,100903.8341,103582.5793,109249.3369,113455.9295,116695.5757,119062.5876,113425.4587,106661.1168,102524.1878,105987.4231,103208.3832,99685.24747,100754.0381,106713.0043,109217.3607,108560.3059,107665.4551,102333.1192,92811.45428,83316.00487
453,12,2005,12,25,134442.7623,129764.5426,131088.8565,130242.3409,131088.341,136183.4046,145868.6511,147623.5771,154016.6392,159640.1236,151998.81,143349.0265,138292.1566,143416.1147,140043.4498,134259.1688,136466.2691,145992.2886,148011.7,147875.111,146802.3632,139511.9277,127088.8088,112743.3222
454,13,2005,12,25,22412.05217,21095.87746,20678.85371,20257.37157,20537.08208,20692.49792,21975.6517,23677.29262,26153.34401,27005.07743,26844.76711,24771.17996,24678.89677,24377.35211,23639.91994,23384.86387,23831.06409,24491.14794,25304.13137,25374.17075,25410.89951,24568.25062,23087.73107,20722.82371
455,14,2005,12,25,21356.38129,21622.15606,20851.97749,20535.96442,20522.84589,20992.68425,23128.53964,24615.59788,25922.55783,24994.84843,23217.72478,21613.24036,20630.05198,20394.73972,20390.5813,20313.28344,20559.83443,20933.05438,21817.54561,22173.28695,22324.05411,22360.46762,21244.36961,19866.27954
456,15,2005,12,25,67233.37538,64320.32706,60385.23916,59188.8864,62585.33794,62400.92141,66105.72516,69185.72587,74396.20526,74527.21621,69809.04124,65860.66645,61823.21477,61428.57911,60476.43707,59706.33555,59724.99263,61345.82829,62624.67552,63736.43272,66834.1414,66642.93461,63637.40922,59577.94143
457,16,2005,12,25,34420.75839,33950.49536,34116.49188,34042.36888,33894.6866,33405.04881,35399.68665,36032.56524,38697.01405,38251.40961,36663.09174,34820.90702,33394.19491,33447.08664,32821.49541,31481.11794,31081.63378,33583.37764,34406.40724,34124.25026,33928.3933,32365.44509,30688.11559,27200.60935
458,17,2005,12,25,31874.22424,30565.51356,30202.87802,29868.24007,30568.90422,31429.94798,33410.58245,34440.2849,35582.58744,34879.33769,33488.44265,31547.03828,29950.95396,29551.66174,29543.56677,29250.20643,29426.69172,30531.53038,31462.45932,32386.01644,32671.90432,32674.48181,31017.89274,29404.52287
459,18,2005,12,25,249849.2064,243912.2691,244226.1245,241431.0142,238202.7563,234169.7953,246498.2479,253218.2043,269618.5052,273506.2151,268827.1842,259542.4593,244298.5582,247963.1873,243506.7026,239902.9324,240030.7337,253455.8323,260952.3536,261009.5588,261680.224,249789.4678,231107.3149,206812.4696
460,19,2005,12,25,89118.03995,84105.07159,80712.4804,79137.13578,82052.02151,82891.9805,87664.40086,91571.02203,100249.1821,100001.6747,96117.58956,88996.26694,84373.89865,84063.58671,83408.67085,82789.78507,81913.23509,86615.3342,87833.3659,89068.5196,92028.48802,90712.68031,84783.94348,76282.8787
461,20,2005,12,25,88219.3316,85317.52512,84185.33139,83578.03953,84565.81568,85983.14763,90137.05452,95647.5233,102496.407,102730.5346,102059.393,96347.42754,95891.63072,95204.81014,94097.08688,92981.28762,95331.3681,99493.18527,101395.1559,101294.471,100906.8703,97891.19554,91773.95023,83553.66983
462,21,2005,12,25,1632007.432,1586890.178,1586211.555,1579876.724,1590678.445,1601487.586,1681613.469,1738409.9,1824259.002,1856568.073,1827196.413,1762579.462,1708536.004,1716419.419,1695211.358,1671649.198,1686961.943,1770633.029,1800771.437,1800710.005,1801734.837,1739946.76,1628730.85,1491797.451
463,1,2005,12,26,16349.10186,16310.98129,16273.25782,15723.99453,16366.89767,18814.24385,21712.16181,22151.29475,21860.99172,21583.52778,20230.58076,19750.9267,18487.70836,18442.35411,18523.63999,18487.18306,18944.23151,21286.0507,22164.37771,22625.72398,22773.1968,21778.05985,19962.36179,18658.98635
464,2,2005,12,26,151167.11,149068.6405,149099.1051,149264.0234,153926.5792,166252.9443,182398.1042,192719.1256,194556.6443,192728.6725,187943.511,186735.8644,183397.1688,181033.949,180511.0614,182182.8709,185022.0097,193961.2611,197370.9899,198494.8817,199193.1042,192420.758,179925.6076,168035.3238
465,3,2005,12,26,162917.0799,160981.4404,161342.0392,161251.1937,166297.4298,179427.6837,197222.4704,208636.289,209928.7485,207784.6909,202898.0173,201725.5751,198099.5972,195690.5699,194797.7444,197108.2704,200221.9503,209760.8977,213151.478,214518.1189,215262.7539,208135.6733,194414.2534,181091.7366
466,4,2005,12,26,505.6853787,491.3605635,492.7364768,486.6988452,500.8548385,541.1446634,608.6039688,631.7495279,631.3607083,628.0549137,614.2094846,603.6921233,589.319329,563.9614892,559.4503182,555.1459613,587.0616335,649.6581907,673.9076708,676.7905132,668.237055,640.2165207,571.4247795,516.7532966
467,5,2005,12,26,7538.49218,7397.227007,7389.258283,7376.797075,7870.453242,8728.794488,9877.880499,10159.07243,9935.348222,9527.578303,8705.378029,8389.533566,8168.998384,8096.318894,8047.710393,8049.097265,8632.626966,9860.905184,10557.46272,10683.12041,10636.65897,10338.07401,9291.452368,8329.133458
468,6,2005,12,26,159270.459,157330.2113,157903.5706,157845.6316,162786.6512,175862.7405,193132.8039,203646.7178,205218.4876,202675.7716,197420.5076,195994.4227,192483.7151,189872.034,189607.9883,191672.1908,194860.4962,205012.0526,208955.6411,210347.8681,210614.0007,203707.7663,190011.6378,176750.5562
469,7,2005,12,26,162900.3093,160517.1979,160853.1416,160723.0301,165654.9644,178891.0292,197093.7619,208461.3063,210336.6084,208262.435,202850.6893,201837.9216,198380.1497,195762.6473,195070.5779,197123.8613,199941.5594,209365.3279,212802.2258,214344.4117,215067.159,207874.4046,194263.1841,181368.6151
470,8,2005,12,26,3545.331048,3454.455645,3571.109604,3524.260884,3764.266325,4177.390881,4445.455412,4599.495725,4473.882558,4448.664704,4373.294428,4343.516324,4172.372151,4089.486115,4169.025137,4210.537523,4495.206876,4881.238467,5019.212578,5056.991368,5037.458617,4764.921099,4290.657551,3946.724162
471,9,2005,12,26,69105.96746,68935.23627,68922.0279,69208.22904,68906.24678,65011.52823,60539.1528,59617.16978,59539.82073,60337.37582,62329.09307,63378.38026,63425.17431,63872.79932,64535.77162,65853.49387,65597.79492,64482.96468,62980.05306,63220.29588,65619.88377,69035.9799,70357.24684,70730.60084
472,10,2005,12,26,17102.51751,17393.84934,17535.7697,17878.7522,18910.47645,21358.0889,25126.4922,27058.09192,29717.80528,29583.21408,29260.671,29818.53429,29385.60956,28952.78604,29512.86688,29126.93798,29598.63507,30972.63655,31998.27655,32253.22806,31692.29218,30328.93362,28121.32435,24965.41962
473,11,2005,12,26,75762.43388,74324.97607,75182.20388,77044.59588,79064.03003,88502.0783,106809.996,115869.5764,117555.7625,116238.5209,112878.9828,108256.9249,102329.8413,102778.85,102229.8018,104232.5956,109232.5436,117514.1306,122355.3098,123054.8976,122281.705,116582.1065,106788.5066,97333.35296
474,12,2005,12,26,103147.0157,100921.255,101236.2543,103303.4048,104966.2041,116890.2475,137115.3032,143946.5178,143087.2932,141716.468,138424.3767,132994.3455,124994.5311,124914.0565,125009.7574,127607.3748,137029.5188,152354.364,160318.1785,161329.3572,160577.9432,151855.3128,138274.9071,123930.8745
475,13,2005,12,26,19335.10902,18700.94058,18853.90531,18338.39048,18807.783,21143.50684,23398.23514,24749.63173,24919.64432,25241.05815,24494.07888,23919.43759,23167.36554,23056.54658,22859.22995,22890.32189,23394.32592,24477.34336,25655.06665,25929.08153,25948.73272,25360.78817,23839.74957,21765.19954
476,14,2005,12,26,18113.2262,17728.56135,17681.68402,17272.75577,18458.09617,20658.68611,22685.66682,22691.58704,23067.68124,22852.76008,21059.11963,19887.66299,19403.37701,19107.88503,18824.45081,18692.55377,19988.88914,23367.95454,25346.3038,26376.70924,26652.05135,26216.56151,24731.30277,22501.59474
477,15,2005,12,26,55598.86179,55550.24044,54693.2907,53625.05338,54991.5157,60042.35375,67138.67885,69067.80196,70451.49929,70160.17867,65386.4638,62790.78121,59779.04633,59490.96663,58669.89178,58713.57875,60745.18583,65296.41795,68991.23821,71219.53112,72299.68558,71548.85967,69656.91669,64799.69569
478,16,2005,12,26,25610.14734,25879.35189,25805.71348,25650.18335,26504.95953,27995.88111,32102.03739,33343.26598,34345.65866,33417.65939,30762.87883,27657.44951,27589.63342,27086.55469,27359.53339,27951.0412,29455.72313,33017.43897,35024.91052,35477.86985,35656.51365,35950.68871,33377.9032,30805.0374
479,17,2005,12,26,27361.03562,27055.34664,26508.01983,26100.74147,27649.30437,30975.97434,34712.85445,34778.71117,34892.52253,34437.69525,32627.15261,31117.01387,30292.59477,29854.23417,29598.29094,29630.80649,30815.01869,34114.73581,36054.91869,37458.76181,37541.62598,36776.5187,34868.59213,32778.374
480,18,2005,12,26,195395.0722,192988.6277,191242.1284,190306.4816,199184.7932,217630.899,249783.4012,251571.3607,255983.3598,248659.8408,226229.6731,216289.1354,212437.7356,208933.7402,206585.3799,208207.6379,216480.1633,234718.8369,253100.3009,258999.0071,263019.6937,265594.965,247971.4469,230412.9146
