DateTime,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11
2004-03-27 13:30:00,71,59,65,77,72,71,68,75,66,69,64
2004-03-27 14:30:00,71,61,66,77,72,70,72,73,69,68,65
2004-03-27 15:30:00,69,61,66,74,72,68,70,72,71,66,69
2004-03-27 16:30:00,68,61,63,72,70,66,70,71,70,67,67
2004-03-27 17:30:00,65,62,63,72,70,65,70,70,70,66,67
2004-03-27 18:30:00,63,62,63,71,68,65,68,67,68,65,64
2004-03-27 19:30:00,62,60,62,68,68,64,65,66,64,64,63
2004-03-27 20:30:00,62,60,61,66,67,64,62,64,59,64,62
2004-03-27 21:30:00,60,60,58,65,65,64,59,64,56,64,60
2004-03-27 22:30:00,59,58,57,64,66,62,57,63,53,62,56
2004-03-27 23:30:00,56,56,58,62,64,61,55,57,53,59,54
2004-03-28 00:30:00,55,55,58,59,64,60,56,56,52,58,55
2004-03-28 01:30:00,57,55,57,57,61,60,57,54,58,57,52
2004-03-28 02:30:00,57,53,56,54,51,59,57,52,58,58,50
2004-03-28 03:30:00,56,52,51,57,49,56,58,60,57,57,50
2004-03-28 04:30:00,48,52,48,60,48,55,56,59,55,55,49
2004-03-28 05:30:00,47,54,47,58,47,58,55,59,54,57,49
2004-03-28 06:30:00,47,53,47,55,47,56,55,56,52,56,50
2004-03-28 07:30:00,47,54,47,53,48,56,54,56,52,56,51
2004-03-28 08:30:00,49,54,47,54,48,57,54,54,53,56,51
2004-03-28 09:30:00,50,55,48,55,49,58,54,55,53,57,53
2004-03-28 10:30:00,50,56,50,55,51,59,55,55,56,58,54
2004-03-28 11:30:00,49,57,50,55,53,60,57,55,58,59,57
2004-03-28 12:30:00,48,59,50,56,54,60,59,56,58,60,59
2004-03-28 13:30:00,46,60,51,56,53,60,61,59,60,61,61
2004-03-28 14:30:00,46,63,48,57,51,61,62,61,62,62,63
2004-03-28 15:30:00,47,65,49,54,53,63,64,61,64,64,65
2004-03-28 16:30:00,49,67,51,54,54,64,63,61,64,64,66
2004-03-28 17:30:00,50,66,51,52,49,63,62,59,63,64,65
2004-03-28 18:30:00,47,64,47,48,46,61,59,54,62,61,65
2004-03-28 19:30:00,46,60,45,49,45,56,54,52,58,57,61
2004-03-28 20:30:00,46,57,44,48,45,54,50,49,54,55,56
2004-03-28 21:30:00,44,56,44,48,45,52,46,46,50,52,54
2004-03-28 22:30:00,44,53,44,47,45,49,46,45,49,50,53
2004-03-28 23:30:00,44,51,43,46,44,47,45,46,47,47,51
2004-03-29 00:30:00,44,50,43,46,44,47,45,45,44,47,49
2004-03-29 01:30:00,42,47,43,46,44,45,45,45,43,44,47
2004-03-29 02:30:00,42,45,42,45,43,44,45,46,44,45,45
2004-03-29 03:30:00,42,43,41,44,42,44,45,44,44,44,40
2004-03-29 04:30:00,42,42,40,43,42,44,43,44,41,44,40
2004-03-29 05:30:00,44,42,41,43,42,44,42,43,43,44,37
2004-03-29 06:30:00,42,41,41,43,41,43,40,43,42,44,37
2004-03-29 07:30:00,43,41,39,45,40,44,42,44,42,44,38
2004-03-29 08:30:00,42,43,39,45,40,45,45,45,45,46,43
2004-03-29 09:30:00,44,47,40,45,41,48,46,45,47,48,46
2004-03-29 10:30:00,44,51,40,46,42,51,46,46,48,51,51
2004-03-29 11:30:00,46,55,41,47,43,52,46,47,50,53,54
2004-03-29 12:30:00,47,59,43,47,44,54,48,47,52,55,56
2004-03-29 13:30:00,48,62,44,48,45,56,49,49,53,57,62
2004-03-29 14:30:00,47,64,46,48,46,57,51,50,54,58,62
2004-03-29 15:30:00,47,65,45,48,45,59,53,50,54,59,64
2004-03-29 16:30:00,46,66,45,48,45,58,52,48,57,57,65
2004-03-29 17:30:00,45,65,44,47,43,57,49,46,53,57,63
2004-03-29 18:30:00,44,63,42,46,41,55,46,46,52,55,60
2004-03-29 19:30:00,44,59,40,46,40,51,45,46,49,51,57
2004-03-29 20:30:00,42,55,40,45,40,49,45,45,46,49,54
2004-03-29 21:30:00,42,51,40,45,40,47,44,45,44,46,50
2004-03-29 22:30:00,42,49,39,44,39,46,41,44,41,45,48
2004-03-29 23:30:00,42,47,39,44,40,44,40,44,39,44,47
2004-03-30 00:30:00,42,46,39,43,39,43,38,44,37,44,45
2004-03-30 01:30:00,42,44,38,43,40,43,38,44,39,43,42
2004-03-30 02:30:00,42,43,39,43,40,43,38,42,39,43,40
2004-03-30 03:30:00,42,43,39,43,40,41,38,42,39,42,40
2004-03-30 04:30:00,42,43,38,43,40,41,39,41,39,42,41
2004-03-30 05:30:00,42,42,39,43,40,41,40,41,40,42,41
2004-03-30 06:30:00,41,42,40,43,40,41,40,41,40,42,41
2004-03-30 07:30:00,42,42,40,43,40,41,40,41,40,42,42
2004-03-30 08:30:00,44,43,40,44,41,41,40,43,40,42,42
2004-03-30 09:30:00,46,43,40,45,41,42,40,45,40,42,44
2004-03-30 10:30:00,47,44,42,46,42,42,43,45,41,43,44
2004-03-30 11:30:00,48,45,44,48,44,44,44,46,43,45,46
2004-03-30 12:30:00,48,47,45,50,44,46,46,48,44,46,46
2004-03-30 13:30:00,48,47,46,51,45,49,47,48,45,47,46
2004-03-30 14:30:00,47,46,45,52,44,50,48,51,46,50,46
2004-03-30 15:30:00,47,46,43,52,44,50,50,50,49,49,48
2004-03-30 16:30:00,47,46,45,51,44,50,49,52,50,51,46
2004-03-30 17:30:00,47,45,44,50,44,50,48,51,50,50,46
2004-03-30 18:30:00,47,45,43,49,43,49,48,49,49,49,46
2004-03-30 19:30:00,47,44,42,48,43,49,47,49,46,49,44
2004-03-30 20:30:00,47,44,42,48,43,47,47,48,45,47,44
2004-03-30 21:30:00,46,44,42,48,42,47,47,48,45,47,44
2004-03-30 22:30:00,46,44,42,48,42,47,46,48,45,47,44
2004-03-30 23:30:00,46,43,42,48,42,47,46,48,45,46,43
2004-03-31 00:30:00,46,42,41,48,42,46,46,48,45,46,43
2004-03-31 01:30:00,44,42,42,48,42,46,46,48,45,46,43
2004-03-31 02:30:00,44,41,42,48,42,46,46,48,45,46,42
2004-03-31 03:30:00,44,41,42,48,42,46,45,46,45,45,42
2004-03-31 04:30:00,44,41,41,47,42,46,45,46,45,45,42
2004-03-31 05:30:00,44,40,41,47,42,45,45,46,45,45,41
2004-03-31 06:30:00,46,40,41,47,42,45,45,46,45,45,42
2004-03-31 07:30:00,46,41,41,47,42,46,46,47,45,46,42
2004-03-31 08:30:00,46,41,42,48,44,46,47,48,45,46,43
2004-03-31 09:30:00,48,42,42,49,44,47,47,48,46,47,43
2004-03-31 10:30:00,48,43,44,49,46,47,48,49,47,48,44
2004-03-31 11:30:00,48,43,45,50,47,49,50,50,47,48,45
2004-03-31 12:30:00,47,44,46,51,47,50,53,50,49,49,45
2004-03-31 13:30:00,46,45,47,52,48,51,52,51,50,50,45
2004-03-31 14:30:00,46,46,47,53,49,51,52,52,50,51,47
2004-03-31 15:30:00,48,46,47,53,49,51,50,52,50,51,47
2004-03-31 16:30:00,48,46,47,53,49,51,50,52,50,51,47
2004-03-31 17:30:00,47,46,47,52,49,51,49,51,49,50,47
2004-03-31 18:30:00,46,46,47,50,49,51,47,49,48,50,47
2004-03-31 19:30:00,45,45,47,49,47,50,47,49,47,49,45
2004-03-31 20:30:00,45,45,47,48,47,49,47,48,47,48,45
2004-03-31 21:30:00,45,44,46,48,47,49,46,48,47,48,45
2004-03-31 22:30:00,44,44,45,47,46,48,46,48,47,48,45
2004-03-31 23:30:00,44,44,45,47,47,47,45,46,46,47,45
2004-04-01 00:30:00,46,43,45,46,47,45,45,46,46,46,45
2004-04-01 01:30:00,46,43,45,46,47,45,46,46,46,46,45
2004-04-01 02:30:00,46,43,45,46,47,45,46,46,46,46,44
2004-04-01 03:30:00,46,43,45,46,47,45,46,46,46,46,44
2004-04-01 04:30:00,44,43,45,45,46,46,46,46,46,46,44
2004-04-01 05:30:00,46,43,45,46,47,46,46,46,46,46,44
2004-04-01 06:30:00,45,43,46,46,48,46,46,46,46,46,44
2004-04-01 07:30:00,46,43,46,46,48,46,46,46,46,46,44
2004-04-01 08:30:00,47,44,46,47,49,47,47,46,47,47,44
2004-04-01 09:30:00,47,47,48,48,50,49,47,46,47,49,46
2004-04-01 10:30:00,52,48,49,48,52,50,47,48,48,50,49
2004-04-01 11:30:00,53,49,50,49,53,53,48,48,50,53,49
2004-04-01 12:30:00,51,49,50,51,54,55,49,51,50,55,49
2004-04-01 13:30:00,52,49,51,52,56,56,50,54,50,56,46
2004-04-01 14:30:00,49,48,52,54,55,56,52,56,50,56,45
2004-04-01 15:30:00,50,47,48,57,50,55,52,58,49,56,45
2004-04-01 16:30:00,54,45,46,57,49,54,50,58,49,55,45
2004-04-01 17:30:00,54,43,47,59,50,53,48,56,49,53,44
2004-04-01 18:30:00,49,44,47,56,50,52,47,53,46,50,44
2004-04-01 19:30:00,49,43,46,54,49,51,47,49,46,49,43
2004-04-01 20:30:00,49,42,46,53,49,50,45,47,45,49,43
2004-04-01 21:30:00,48,42,46,51,49,47,45,47,45,46,43
2004-04-01 22:30:00,48,41,46,49,49,45,45,46,45,46,41
2004-04-01 23:30:00,47,40,45,47,49,46,44,46,43,46,41
2004-04-02 00:30:00,47,40,45,47,49,46,43,46,43,46,40
2004-04-02 01:30:00,46,40,45,47,49,46,43,46,44,45,41
2004-04-02 02:30:00,45,39,45,47,48,45,42,46,44,45,39
2004-04-02 03:30:00,45,39,44,47,48,45,42,45,41,45,39
2004-04-02 04:30:00,43,39,44,47,48,44,42,45,41,44,39
2004-04-02 05:30:00,43,39,41,46,47,44,42,45,42,44,39
2004-04-02 06:30:00,45,39,42,46,47,44,43,45,41,44,38
2004-04-02 07:30:00,46,39,42,46,47,45,43,45,42,45,38
2004-04-02 08:30:00,46,40,42,46,47,45,43,46,42,45,38
2004-04-02 09:30:00,46,41,44,48,49,47,45,47,44,47,39
2004-04-02 10:30:00,47,43,45,48,49,49,46,49,45,49,41
2004-04-02 11:30:00,52,43,46,51,50,50,45,48,45,49,42
2004-04-02 12:30:00,51,45,46,52,50,52,45,48,45,50,43
2004-04-02 13:30:00,54,44,45,52,50,51,46,48,46,50,44
2004-04-02 14:30:00,50,45,46,52,49,52,47,47,46,51,44
2004-04-02 15:30:00,49,46,46,52,48,51,46,46,46,50,45
2004-04-02 16:30:00,49,46,46,51,47,51,46,46,46,50,47
2004-04-02 17:30:00,47,45,46,48,47,51,46,46,46,49,45
2004-04-02 18:30:00,47,46,45,48,46,51,46,46,46,49,45
2004-04-02 19:30:00,46,44,44,47,46,48,45,45,45,47,44
2004-04-02 20:30:00,46,43,43,46,45,47,44,45,45,46,44
2004-04-02 21:30:00,46,42,43,46,45,46,44,45,45,46,43
2004-04-02 22:30:00,46,42,43,46,46,45,44,45,44,45,42
2004-04-02 23:30:00,46,40,42,46,45,45,44,45,44,45,42
2004-04-03 00:30:00,46,41,42,45,46,45,43,45,44,45,42
2004-04-03 01:30:00,46,42,42,45,46,45,43,45,44,45,42
2004-04-03 02:30:00,46,42,42,45,45,44,43,45,44,45,41
2004-04-03 03:30:00,44,39,42,45,45,42,43,45,43,42,40
2004-04-03 04:30:00,44,37,42,45,46,39,43,44,43,39,38
2004-04-03 05:30:00,44,38,42,45,45,39,44,44,43,39,38
2004-04-03 06:30:00,44,38,42,45,45,39,44,44,43,39,39
2004-04-03 07:30:00,46,42,42,45,45,44,44,45,44,44,40
2004-04-03 08:30:00,46,43,42,47,45,46,45,46,45,46,42
2004-04-03 09:30:00,46,44,43,49,45,49,46,47,46,49,43
2004-04-03 10:30:00,46,47,43,52,46,53,47,50,48,51,46
2004-04-03 11:30:00,49,48,43,54,46,55,48,51,50,54,46
2004-04-03 12:30:00,49,51,44,53,48,56,49,53,50,55,47
2004-04-03 13:30:00,50,51,47,53,51,56,51,54,52,56,50
2004-04-03 14:30:00,53,54,49,55,61,58,54,54,54,57,51
2004-04-03 15:30:00,53,54,51,54,58,57,55,56,55,58,53
2004-04-03 16:30:00,53,55,50,56,57,59,56,59,56,61,54
2004-04-03 17:30:00,51,55,51,57,56,60,56,58,56,61,54
2004-04-03 18:30:00,50,53,50,56,55,59,56,56,55,59,53
2004-04-03 19:30:00,47,52,49,49,54,55,51,50,52,55,51
2004-04-03 20:30:00,45,48,48,45,53,52,48,45,46,52,47
2004-04-03 21:30:00,46,47,46,45,52,49,44,47,45,49,48
2004-04-03 22:30:00,45,45,45,46,52,45,44,42,45,43,48
2004-04-03 23:30:00,45,47,46,45,51,46,43,40,44,44,46
2004-04-04 00:30:00,42,45,46,46,49,45,45,41,46,45,48
2004-04-04 01:30:00,44,43,43,47,46,44,44,45,44,44,46
2004-04-04 02:30:00,45,43,44,47,49,45,46,44,45,45,45
2004-04-04 03:30:00,45,44,45,46,49,47,45,45,46,46,46
2004-04-04 04:30:00,44,45,45,46,51,48,46,45,48,47,43
2004-04-04 05:30:00,46,41,45,48,49,47,48,45,47,47,41
2004-04-04 06:30:00,49,39,46,50,48,47,48,49,45,47,39
2004-04-04 07:30:00,51,40,45,51,49,47,48,50,45,47,39
2004-04-04 08:30:00,50,40,43,53,45,48,48,52,46,48,40
2004-04-04 09:30:00,53,42,44,54,48,49,49,52,49,50,42
2004-04-04 10:30:00,55,43,46,55,48,51,52,54,51,52,42
2004-04-04 11:30:00,55,43,45,56,42,51,53,55,50,53,43
2004-04-04 12:30:00,55,43,43,58,43,53,53,55,50,53,44
2004-04-04 13:30:00,55,45,46,58,47,54,52,56,50,55,44
2004-04-04 14:30:00,53,45,47,58,48,54,52,57,50,55,44
2004-04-04 15:30:00,54,46,47,59,48,54,52,57,50,54,45
2004-04-04 16:30:00,51,43,46,56,47,52,52,56,50,52,42
2004-04-04 17:30:00,50,42,47,56,46,51,52,55,48,52,41
2004-04-04 18:30:00,48,41,45,54,45,49,48,52,45,50,39
2004-04-04 19:30:00,47,39,44,51,44,47,45,49,43,46,37
2004-04-04 20:30:00,47,38,43,49,43,45,43,47,42,45,37
2004-04-04 21:30:00,45,37,41,47,42,44,41,45,41,43,36
2004-04-04 22:30:00,44,38,40,45,40,43,39,42,39,42,37
2004-04-04 23:30:00,42,37,40,44,40,42,38,40,39,42,36
2004-04-05 00:30:00,41,37,38,41,39,41,38,38,39,40,37
2004-04-05 01:30:00,40,37,38,40,38,40,38,34,38,39,35
2004-04-05 02:30:00,40,37,37,38,37,39,36,37,36,39,35
2004-04-05 03:30:00,39,35,35,37,35,37,36,36,36,38,34
2004-04-05 04:30:00,38,35,34,35,35,37,36,35,36,37,34
2004-04-05 05:30:00,38,34,33,35,34,36,36,34,35,35,32
2004-04-05 06:30:00,38,34,33,34,34,37,34,34,34,37,32
2004-04-05 07:30:00,38,33,31,38,34,40,36,38,35,40,31
2004-04-05 08:30:00,39,35,33,43,35,42,38,42,36,42,33
2004-04-05 09:30:00,40,37,35,45,37,44,39,44,37,44,34
2004-04-05 10:30:00,42,37,38,46,40,45,41,45,40,45,36
2004-04-05 11:30:00,44,39,40,48,43,47,44,47,43,47,37
2004-04-05 12:30:00,44,42,42,50,45,49,46,48,45,49,40
2004-04-05 13:30:00,46,45,44,51,46,52,48,51,46,52,42
2004-04-05 14:30:00,47,45,45,53,49,52,49,52,48,53,43
2004-04-05 15:30:00,48,46,46,53,49,53,50,53,49,53,44
2004-04-05 16:30:00,48,48,47,53,48,54,50,53,49,55,46
2004-04-05 17:30:00,48,48,46,53,48,54,50,52,49,54,46
2004-04-05 18:30:00,48,47,45,52,46,52,48,51,46,53,45
2004-04-05 19:30:00,46,44,44,48,45,49,46,46,45,48,42
2004-04-05 20:30:00,45,39,41,46,43,47,43,46,44,45,40
2004-04-05 21:30:00,45,38,39,42,42,43,39,41,42,41,39
2004-04-05 22:30:00,44,38,40,39,41,42,37,40,40,43,37
2004-04-05 23:30:00,44,33,38,38,40,39,38,37,41,38,36
2004-04-06 00:30:00,44,32,38,36,40,37,36,33,34,34,37
2004-04-06 01:30:00,41,32,37,32,39,37,36,29,33,34,33
2004-04-06 02:30:00,41,30,34,29,37,34,34,27,30,31,35
2004-04-06 03:30:00,40,31,34,28,37,36,30,27,29,32,33
2004-04-06 04:30:00,39,25,33,27,35,31,28,27,29,28,29
2004-04-06 05:30:00,39,25,33,28,35,31,28,28,29,29,27
2004-04-06 06:30:00,38,30,30,28,33,35,29,30,28,32,26
2004-04-06 07:30:00,42,30,32,35,36,38,36,37,36,36,28
2004-04-06 08:30:00,45,36,36,43,40,44,41,44,43,44,36
2004-04-06 09:30:00,47,41,40,49,42,48,47,49,47,48,42
2004-04-06 10:30:00,47,47,43,52,45,51,50,53,50,52,47
2004-04-06 11:30:00,49,49,45,54,48,54,54,54,53,54,51
2004-04-06 12:30:00,53,53,49,56,51,57,56,56,55,57,53
2004-04-06 13:30:00,55,56,51,60,53,60,58,60,58,60,55
2004-04-06 14:30:00,55,58,53,61,56,62,61,62,60,63,57
2004-04-06 15:30:00,57,60,54,63,57,63,63,63,61,64,59
2004-04-06 16:30:00,57,62,54,63,61,65,62,65,62,66,61
2004-04-06 17:30:00,57,62,56,64,60,65,62,64,63,65,61
2004-04-06 18:30:00,57,60,55,63,59,62,61,63,61,64,61
2004-04-06 19:30:00,48,56,53,55,54,55,54,54,54,57,56
2004-04-06 20:30:00,44,50,50,50,53,51,48,50,46,52,53
2004-04-06 21:30:00,45,46,43,47,52,49,47,47,44,50,47
2004-04-06 22:30:00,45,45,44,46,49,48,45,43,42,47,42
2004-04-06 23:30:00,43,47,43,47,49,49,43,46,42,49,40
2004-04-07 00:30:00,41,44,39,52,48,46,45,44,44,45,43
2004-04-07 01:30:00,41,43,44,50,50,45,45,44,46,46,43
2004-04-07 02:30:00,42,43,45,49,48,46,44,48,45,47,45
2004-04-07 03:30:00,45,43,44,48,48,46,44,47,45,46,46
2004-04-07 04:30:00,46,43,43,45,48,44,43,42,45,44,45
2004-04-07 05:30:00,40,44,43,45,49,46,42,45,42,45,43
2004-04-07 06:30:00,40,44,42,42,47,47,41,42,42,46,45
2004-04-07 07:30:00,49,47,39,47,51,50,47,47,50,48,47
2004-04-07 08:30:00,55,54,47,54,56,56,54,55,54,55,53
2004-04-07 09:30:00,62,58,55,62,64,62,61,63,62,62,60
2004-04-07 10:30:00,65,62,58,67,68,67,66,69,67,67,63
2004-04-07 11:30:00,70,63,64,70,67,69,71,71,70,70,65
2004-04-07 12:30:00,72,67,66,73,69,71,73,72,72,72,68
2004-04-07 13:30:00,73,69,69,75,69,73,75,76,73,74,70
2004-04-07 14:30:00,73,70,70,77,71,76,75,78,74,76,70
2004-04-07 15:30:00,73,71,71,78,73,76,76,78,74,76,71
2004-04-07 16:30:00,74,71,72,78,73,77,76,77,74,77,71
2004-04-07 17:30:00,69,71,72,77,72,76,76,76,74,76,70
2004-04-07 18:30:00,66,69,71,75,71,73,73,73,71,73,69
2004-04-07 19:30:00,62,63,67,66,67,66,68,65,69,68,64
2004-04-07 20:30:00,57,58,60,61,63,60,61,58,61,60,56
2004-04-07 21:30:00,55,52,56,57,59,58,57,54,55,57,52
2004-04-07 22:30:00,53,49,53,53,56,57,55,52,50,54,49
2004-04-07 23:30:00,49,47,46,55,56,54,55,51,50,52,46
2004-04-08 00:30:00,49,47,44,53,52,56,50,49,52,53,43
2004-04-08 01:30:00,49,47,53,54,49,57,49,53,51,54,43
2004-04-08 02:30:00,53,46,48,51,47,55,49,51,45,54,42
2004-04-08 03:30:00,52,47,46,51,44,54,47,53,48,54,43
2004-04-08 04:30:00,50,49,45,51,42,55,48,51,46,55,44
2004-04-08 05:30:00,49,50,42,49,40,53,49,48,48,54,46
2004-04-08 06:30:00,47,49,42,48,41,53,49,45,47,53,44
2004-04-08 07:30:00,49,49,44,55,44,55,49,54,48,55,44
2004-04-08 08:30:00,49,51,46,59,48,58,52,58,50,58,46
2004-04-08 09:30:00,53,52,47,61,48,60,54,60,52,60,48
2004-04-08 10:30:00,53,55,48,61,48,63,56,61,52,63,52
2004-04-08 11:30:00,54,58,49,64,49,64,58,64,54,64,58
2004-04-08 12:30:00,57,62,49,68,49,68,58,65,57,67,63
2004-04-08 13:30:00,57,66,50,70,48,71,60,69,59,69,65
2004-04-08 14:30:00,58,68,50,73,48,73,62,71,61,71,69
2004-04-08 15:30:00,54,69,49,69,48,74,65,71,63,72,69
2004-04-08 16:30:00,55,69,50,68,48,74,65,71,63,72,67
2004-04-08 17:30:00,53,67,51,65,48,73,66,69,63,73,65
2004-04-08 18:30:00,50,66,49,61,46,72,61,66,61,72,64
2004-04-08 19:30:00,49,64,48,56,45,66,57,60,56,65,60
2004-04-08 20:30:00,47,58,46,55,45,61,53,59,53,60,56
2004-04-08 21:30:00,47,54,46,54,45,61,52,57,52,59,54
2004-04-08 22:30:00,47,56,45,51,44,61,49,53,51,59,53
2004-04-08 23:30:00,47,57,45,50,45,61,49,52,50,59,53
2004-04-09 00:30:00,46,55,44,47,44,58,49,50,49,57,50
2004-04-09 01:30:00,47,51,43,47,44,55,49,51,47,54,46
2004-04-09 02:30:00,47,46,44,49,44,51,47,48,45,49,45
2004-04-09 03:30:00,46,46,44,49,44,50,44,46,43,48,44
2004-04-09 04:30:00,46,44,44,45,44,46,43,45,40,45,44
2004-04-09 05:30:00,46,43,44,46,44,45,41,45,38,43,42
2004-04-09 06:30:00,45,44,43,44,45,45,39,42,37,43,42
2004-04-09 07:30:00,47,45,45,47,46,48,43,47,41,47,43
2004-04-09 08:30:00,52,52,46,51,48,55,49,52,47,54,50
2004-04-09 09:30:00,54,53,48,56,50,59,55,56,54,60,52
2004-04-09 10:30:00,58,56,52,61,53,62,59,62,59,63,55
2004-04-09 11:30:00,56,57,54,63,54,65,63,65,62,65,56
2004-04-09 12:30:00,60,59,56,65,59,66,64,67,63,67,58
2004-04-09 13:30:00,61,61,59,67,61,69,65,68,63,69,60
2004-04-09 14:30:00,60,63,62,69,62,70,66,69,66,70,60
2004-04-09 15:30:00,63,64,62,69,62,71,67,71,67,71,61
2004-04-09 16:30:00,64,64,63,71,64,71,68,71,66,71,62
2004-04-09 17:30:00,63,63,64,69,64,70,66,71,64,71,61
2004-04-09 18:30:00,61,61,62,67,62,68,65,69,63,69,60
2004-04-09 19:30:00,54,57,58,59,58,61,61,58,61,62,55
2004-04-09 20:30:00,49,52,55,57,57,56,57,58,54,58,53
2004-04-09 21:30:00,48,47,48,55,53,53,56,54,51,53,49
2004-04-09 22:30:00,46,43,47,52,49,53,50,51,49,53,42
2004-04-09 23:30:00,43,42,45,47,49,52,47,45,46,50,42
2004-04-10 00:30:00,42,42,47,45,47,51,46,45,45,48,39
2004-04-10 01:30:00,44,42,42,45,48,50,45,43,43,47,41
2004-04-10 02:30:00,41,42,38,44,46,48,44,40,42,46,42
2004-04-10 03:30:00,41,43,40,43,43,47,42,41,40,46,41
2004-04-10 04:30:00,40,44,40,45,42,49,40,41,39,46,39
2004-04-10 05:30:00,40,41,34,46,39,47,41,45,40,46,39
2004-04-10 06:30:00,41,43,35,47,41,50,41,46,40,48,41
2004-04-10 07:30:00,48,44,37,50,44,51,45,48,44,49,42
2004-04-10 08:30:00,55,47,45,53,51,53,50,52,51,52,44
2004-04-10 09:30:00,60,49,52,58,56,55,55,56,54,55,49
2004-04-10 10:30:00,63,52,56,61,56,57,59,60,55,57,52
2004-04-10 11:30:00,60,55,58,63,58,61,59,62,56,60,54
2004-04-10 12:30:00,63,56,59,63,58,59,61,60,61,59,56
2004-04-10 13:30:00,61,58,59,61,59,57,62,60,61,58,61
2004-04-10 14:30:00,56,59,59,59,61,59,62,54,63,59,62
2004-04-10 15:30:00,55,59,59,59,61,60,62,53,63,59,64
2004-04-10 16:30:00,55,59,59,60,58,60,59,54,62,58,65
2004-04-10 17:30:00,53,59,56,61,56,59,59,54,62,58,64
2004-04-10 18:30:00,50,58,53,59,54,57,57,54,60,56,62
2004-04-10 19:30:00,50,55,49,57,51,53,55,54,58,54,58
2004-04-10 20:30:00,49,52,49,53,51,53,54,51,56,53,56
2004-04-10 21:30:00,49,50,47,52,50,52,52,53,54,53,53
2004-04-10 22:30:00,49,51,47,52,49,53,51,51,51,53,51
2004-04-10 23:30:00,49,50,47,50,49,52,50,50,47,51,48
2004-04-11 00:30:00,48,49,47,50,49,52,50,50,47,52,48
2004-04-11 01:30:00,48,49,47,50,47,51,50,50,49,51,49
2004-04-11 02:30:00,48,50,47,51,47,52,50,50,47,52,48
2004-04-11 03:30:00,48,48,46,51,47,52,50,50,48,52,46
2004-04-11 04:30:00,48,49,47,51,48,51,49,49,48,51,48
2004-04-11 05:30:00,49,48,47,51,48,51,50,50,49,51,46
2004-04-11 06:30:00,49,47,48,51,49,50,49,48,47,50,47
2004-04-11 07:30:00,50,47,49,52,50,50,48,49,49,50,47
2004-04-11 08:30:00,50,47,49,53,49,50,49,50,49,50,45
2004-04-11 09:30:00,50,48,48,54,49,52,49,51,49,52,45
2004-04-11 10:30:00,50,48,48,55,48,53,49,52,47,53,45
2004-04-11 11:30:00,50,50,47,57,48,55,48,52,45,54,44
2004-04-11 12:30:00,53,50,47,58,46,56,48,52,45,54,44
2004-04-11 13:30:00,51,50,47,57,45,55,48,52,45,53,45
2004-04-11 14:30:00,51,47,47,55,44,53,48,52,44,52,43
2004-04-11 15:30:00,51,46,44,53,43,52,46,52,43,50,43
2004-04-11 16:30:00,49,45,43,53,42,51,45,52,43,49,43
2004-04-11 17:30:00,48,44,42,52,42,48,45,49,43,47,43
2004-04-11 18:30:00,47,44,42,51,42,47,44,47,43,46,43
2004-04-11 19:30:00,46,43,42,50,43,47,44,47,43,46,42
2004-04-11 20:30:00,46,42,42,49,44,46,44,46,43,45,41
2004-04-11 21:30:00,46,42,42,47,44,46,44,45,44,45,41
2004-04-11 22:30:00,47,42,43,46,44,44,43,45,43,44,41
2004-04-11 23:30:00,47,41,44,46,44,44,43,45,43,44,41
2004-04-12 00:30:00,47,41,44,46,45,44,43,45,43,44,41
2004-04-12 01:30:00,47,41,44,46,45,44,44,45,43,44,41
2004-04-12 02:30:00,47,41,45,46,45,43,44,45,43,44,41
2004-04-12 03:30:00,47,42,45,46,45,43,44,45,43,44,41
2004-04-12 04:30:00,47,42,45,46,44,44,44,45,43,44,42
2004-04-12 05:30:00,47,42,45,46,45,44,44,45,43,44,42
2004-04-12 06:30:00,47,42,45,48,45,44,44,45,43,44,41
2004-04-12 07:30:00,47,42,45,48,45,44,44,46,43,44,43
2004-04-12 08:30:00,47,42,45,49,46,44,44,46,43,45,43
2004-04-12 09:30:00,47,42,45,49,46,45,45,47,45,45,43
2004-04-12 10:30:00,47,43,45,50,46,46,46,48,45,46,43
2004-04-12 11:30:00,47,43,46,49,45,46,46,48,45,46,43
2004-04-12 12:30:00,46,43,45,49,45,47,46,48,45,46,43
2004-04-12 13:30:00,46,43,45,49,45,48,47,48,46,47,43
2004-04-12 14:30:00,47,43,44,49,44,48,47,49,46,48,44
2004-04-12 15:30:00,47,44,44,50,44,48,47,49,46,48,44
2004-04-12 16:30:00,47,44,44,50,44,48,47,50,46,48,44
2004-04-12 17:30:00,47,44,44,51,44,48,47,50,46,48,44
2004-04-12 18:30:00,47,44,44,52,44,49,47,50,46,48,45
2004-04-12 19:30:00,49,45,44,53,44,49,47,50,46,48,45
2004-04-12 20:30:00,50,45,44,56,44,49,47,51,46,48,45
2004-04-12 21:30:00,53,45,44,59,45,49,47,52,45,48,45
2004-04-12 22:30:00,58,45,45,62,45,49,46,51,45,48,45
2004-04-12 23:30:00,60,45,46,61,46,48,46,49,45,47,45
2004-04-13 00:30:00,60,45,46,60,47,47,46,49,45,46,45
2004-04-13 01:30:00,60,44,49,57,46,47,46,49,45,46,45
2004-04-13 02:30:00,60,45,48,56,47,47,46,47,45,46,44
